['2018-09-14 16:49:02', 'Friday', 'AAPL', 8, -6, 2, 6, 223.84]
['2018-09-14 16:50:05', 'Friday', 'AAPL', 8, -6, 2, 6, 223.84]
['2018-09-14 16:51:08', 'Friday', 'AAPL', 8, -6, 2, 6, 223.84]
['2018-09-14 16:52:12', 'Friday', 'AAPL', 7, -7, 0, 0, 223.84]
['2018-09-14 16:53:14', 'Friday', 'AAPL', 7, -7, 0, 0, 223.84]
['2018-09-14 16:54:16', 'Friday', 'AAPL', 7, -7, 0, 0, 223.84]
['2018-09-14 16:55:17', 'Friday', 'AAPL', 7, -7, 0, 0, 223.84]
['2018-09-14 16:56:19', 'Friday', 'AAPL', 7, -7, 0, 0, 223.84]
['2018-09-14 16:57:20', 'Friday', 'AAPL', 7, -7, 0, 0, 223.84]
['2018-09-14 16:58:22', 'Friday', 'AAPL', 7, -7, 0, 0, 223.84]
['2018-09-14 16:59:23', 'Friday', 'AAPL', 7, -7, 0, 0, 223.84]
['2018-09-14 17:00:25', 'Friday', 'AAPL', 8, -6, 2, 6, 223.84]
['2018-09-14 17:01:26', 'Friday', 'AAPL', 8, -6, 2, 6, 223.84]
['2018-09-14 17:02:28', 'Friday', 'AAPL', 8, -6, 2, 6, 223.84]
['2018-09-14 17:03:29', 'Friday', 'AAPL', 8, -6, 2, 6, 223.84]
['2018-09-14 17:04:31', 'Friday', 'AAPL', 7, -6, 1, 3, 223.84]
['2018-09-14 17:05:32', 'Friday', 'AAPL', 8, -6, 2, 6, 223.84]
['2018-09-14 17:06:34', 'Friday', 'AAPL', 8, -5, 3, 10, 223.84]
['2018-09-14 17:07:35', 'Friday', 'AAPL', 8, -5, 3, 10, 223.84]
['2018-09-14 17:08:37', 'Friday', 'AAPL', 8, -4, 4, 13, 223.84]
['2018-09-14 17:09:38', 'Friday', 'AAPL', 8, -4, 4, 13, 223.84]
['2018-09-14 17:10:40', 'Friday', 'AAPL', 8, -3, 5, 16, 223.84]
['2018-09-14 17:11:41', 'Friday', 'AAPL', 8, -3, 5, 16, 223.84]
['2018-09-14 17:12:42', 'Friday', 'AAPL', 9, -2, 7, 23, 223.84]
['2018-09-14 17:13:44', 'Friday', 'AAPL', 8, -1, 7, 23, 223.84]
['2018-09-14 17:14:45', 'Friday', 'AAPL', 8, -1, 7, 23, 223.84]
['2018-09-14 17:15:47', 'Friday', 'AAPL', 8, -1, 7, 23, 223.84]
['2018-09-14 17:16:48', 'Friday', 'AAPL', 7, -1, 6, 20, 223.84]
['2018-09-14 17:17:49', 'Friday', 'AAPL', 6, -1, 5, 16, 223.84]
['2018-09-14 17:18:52', 'Friday', 'AAPL', 6, -1, 5, 16, 223.84]
['2018-09-14 17:19:53', 'Friday', 'AAPL', 6, -1, 5, 16, 223.84]
['2018-09-14 17:20:55', 'Friday', 'AAPL', 6, -1, 5, 16, 223.84]
['2018-09-14 17:21:56', 'Friday', 'AAPL', 6, -1, 5, 16, 223.84]
['2018-09-14 17:22:58', 'Friday', 'AAPL', 6, -1, 5, 16, 223.84]
['2018-09-14 17:24:00', 'Friday', 'AAPL', 5, -1, 4, 13, 223.84]
['2018-09-14 17:25:02', 'Friday', 'AAPL', 5, -1, 4, 13, 223.84]
['2018-09-14 17:26:03', 'Friday', 'AAPL', 5, -1, 4, 13, 223.84]
['2018-09-14 17:27:05', 'Friday', 'AAPL', 4, -2, 2, 6, 223.84]
['2018-09-14 17:28:06', 'Friday', 'AAPL', 4, -2, 2, 6, 223.84]
['2018-09-14 17:29:08', 'Friday', 'AAPL', 4, -2, 2, 6, 223.84]
['2018-09-14 17:30:09', 'Friday', 'AAPL', 4, -2, 2, 6, 223.84]
['2018-09-14 17:40:11', 'Friday', 'AAPL', 3, -2, 1, 3, 223.84]
['2018-09-14 17:50:13', 'Friday', 'AAPL', 5, -2, 3, 10, 223.84]
['2018-09-14 18:00:14', 'Friday', 'AAPL', 6, -2, 4, 13, 223.84]
['2018-09-14 18:10:16', 'Friday', 'AAPL', 7, -2, 5, 16, 223.84]
['2018-09-14 18:20:18', 'Friday', 'AAPL', 6, -2, 4, 13, 223.84]
